id,SalePrice
1696,262684.06
1697,163284.95
1698,360981.12
1699,318170.75
1700,238038.61
1701,257652.06
1702,265647.25
1703,259794.95
1704,292795.97
1705,224046.56
1706,451224.47
1707,229663.55
1708,210830.2
1709,279217.53
1710,220939.3
1711,266534.84
1712,218515.8
1713,250427.27
1714,215059.83
1715,200410.47
1716,167570.1
1717,169317.19
1718,126357.5
1719,190142.75
1720,251313.98
1721,157541.6
1722,116381.04
1723,146603.66
1724,211493.02
1725,227282.92
1726,183288.53
1727,167708.69
1728,180704.1
1729,166010.28
1730,150635.25
1731,125493.91
1732,129694.9
1733,121133.84
1734,127734.805
1735,130109.055
1736,118464.0
1737,330723.9
1738,206605.19
1739,287382.7
1740,207053.53
1741,190565.81
1742,175379.81
1743,166093.84
1744,269247.5
1745,219274.78
1746,247325.69
1747,214931.97
1748,212329.34
1749,161821.5
1750,129434.66
1751,237422.05
1752,121318.96
1753,143231.56
1754,207366.39
1755,166040.81
1756,122695.14
1757,119877.25
1758,145922.62
1759,171653.78
1760,166248.72
1761,148038.75
1762,164646.31
1763,170946.84
1764,114095.85
1765,171292.95
1766,161985.38
1767,227695.39
1768,141626.55
1769,181748.1
1770,139890.62
1771,126274.21
1772,135536.7
1773,132329.2
1774,134659.83
1775,133596.83
1776,119428.82
1777,119325.836
1778,137300.19
1779,111178.12
1780,180578.73
1781,132180.52
1782,93653.35
1783,132861.25
1784,93013.12
1785,118681.305
1786,145071.69
1787,166930.06
1788,53697.88
1789,99759.42
1790,84340.5
1791,165758.17
1792,147656.06
1793,138338.95
1794,146119.73
1795,137007.48
1796,118804.586
1797,113276.48
1798,124513.33
1799,118328.77
1800,115637.945
1801,128730.555
1802,160047.8
1803,154676.6
1804,135249.28
1805,134836.95
1806,116212.58
1807,135812.9
1808,117744.23
1809,113149.195
1810,144943.98
1811,112209.086
1812,105330.555
1813,124505.79
1814,103342.05
1815,51628.145
1816,100403.16
1817,118105.07
1818,147556.56
1819,121264.45
1820,66537.2
1821,116355.21
1822,170091.67
1823,44280.543
1824,129320.125
1825,134511.19
1826,92729.1
1827,106219.0
1828,137617.16
1829,99529.35
1830,147935.17
1831,174784.66
1832,98709.82
1833,138033.55
1834,125473.56
1835,140536.67
1836,129761.67
1837,93198.53
1838,132949.36
1839,81040.2
1840,164529.05
1841,149687.77
1842,79021.57
1843,131681.55
1844,134292.6
1845,144001.06
1846,152282.98
1847,158100.03
1848,56891.945
1849,119040.695
1850,122404.63
1851,160870.33
1852,127456.695
1853,126718.58
1854,167276.33
1855,157686.9
1856,228995.72
1857,155919.64
1858,133522.16
1859,121294.99
1860,150826.36
1861,121294.99
1862,258132.84
1863,256932.05
1864,256932.05
1865,333497.03
1866,314618.0
1867,248082.75
1868,295393.4
1869,199689.97
1870,249578.14
1871,259920.48
1872,166680.05
1873,232805.11
1874,137689.02
1875,203515.25
1876,188103.16
1877,202124.27
1878,209461.55
1879,134849.0
1880,132473.22
1881,236354.77
1882,245680.97
1883,192003.94
1884,211438.75
1885,253236.48
1886,297856.9
1887,195168.33
1888,270736.84
1889,164007.08
1890,134012.14
1891,141000.86
1892,108342.07
1893,136313.84
1894,126798.82
1895,144758.17
1896,129265.77
1897,107936.3
1898,102271.22
1899,133202.47
1900,136205.4
1901,167857.84
1902,139526.39
1903,203847.52
1904,135263.77
1905,175579.06
1906,167169.84
1907,216992.75
1908,123152.15
1909,134793.1
1910,128867.31
1911,202474.98
1912,251217.89
1913,145288.2
1914,62668.17
1915,320032.94
1916,71385.336
1917,259686.78
1918,134073.2
1919,165833.83
1920,151856.95
1921,486058.06
1922,307301.62
1923,196350.81
1924,204539.52
1925,213309.89
1926,387105.47
1927,136150.27
1928,166187.56
1929,123850.96
1930,126356.09
1931,139335.31
1932,140708.78
1933,170994.84
1934,179676.84
1935,169744.38
1936,185385.16
1937,193338.61
1938,175988.34
1939,250496.61
1940,195932.67
1941,177698.12
1942,196121.27
1943,208048.5
1944,312100.88
1945,377530.84
1946,135034.22
1947,294147.12
1948,178211.67
1949,238084.6
1950,186693.44
1951,278410.12
1952,225334.97
1953,164019.98
1954,194114.97
1955,133850.0
1956,312674.03
1957,166117.9
1958,321076.16
1959,139291.73
1960,118194.14
1961,123979.9
1962,95654.61
1963,106879.86
1964,105929.59
1965,148424.11
1966,154587.48
1967,291832.25
1968,482608.72
1969,424973.6
1970,468566.3
1971,433231.97
1972,363864.03
1973,264074.16
1974,315312.78
1975,516099.47
1976,258772.52
1977,323135.6
1978,389225.06
1979,311038.62
1980,191040.6
1981,338312.38
1982,227422.42
1983,208553.36
1984,165672.22
1985,207782.0
1986,227798.34
1987,173829.1
1988,175815.42
1989,182225.03
1990,219781.98
1991,212937.7
1992,219741.97
1993,168996.98
1994,246046.73
1995,175401.95
1996,246545.9
1997,314367.22
1998,346436.62
1999,248752.64
2000,318214.72
2001,252238.89
2002,241334.16
2003,258085.25
2004,262382.1
2005,223353.73
2006,230719.28
2007,252965.02
2008,205884.94
2009,182698.06
2010,185286.34
2011,140425.23
2012,173396.27
2013,183481.52
2014,185541.16
2015,195135.4
2016,186803.45
2017,193165.19
2018,124925.55
2019,131035.23
2020,115378.945
2021,111101.84
2022,189148.94
2023,143222.81
2024,216729.19
2025,387181.1
2026,175323.53
2027,154050.53
2028,163743.27
2029,166956.53
2030,282688.75
2031,258568.17
2032,274488.44
2033,281460.44
2034,162053.17
2035,201811.69
2036,209011.45
2037,219441.33
2038,330208.12
2039,208867.05
2040,395186.34
2041,278747.6
2042,190372.12
2043,165444.08
2044,171225.22
2045,212106.22
2046,130674.44
2047,144101.39
2048,137682.08
2049,133686.98
2050,187663.19
2051,103296.8
2052,136113.97
2053,146748.61
2054,84866.01
2055,155650.47
2056,126239.56
2057,121883.516
2058,234341.3
2059,130455.3
2060,159527.75
2061,178212.69
2062,134629.03
2063,116593.05
2064,134663.17
2065,125693.1
2066,190914.05
2067,114086.65
2068,138373.72
2069,88458.08
2070,110114.516
2071,94983.555
2072,129800.11
2073,141322.81
2074,192223.88
2075,151537.38
2076,121038.01
2077,141021.78
2078,124753.875
2079,124792.18
2080,116884.77
2081,120365.35
2082,126348.01
2083,141626.88
2084,114069.53
2085,127347.56
2086,116806.05
2087,124426.32
2088,105383.75
2089,85242.16
2090,126617.01
2091,126755.41
2092,136239.16
2093,132494.02
2094,126936.59
2095,141442.92
2096,89151.97
2097,93580.44
2098,150587.25
2099,59692.484
2100,103562.21
2101,132359.23
2102,124793.64
2103,103528.17
2104,128417.35
2105,122765.055
2106,82315.63
2107,227736.89
2108,121725.61
2109,115004.44
2110,129688.3
2111,149493.14
2112,133686.45
2113,120389.984
2114,107430.414
2115,151623.02
2116,117507.35
2117,151576.95
2118,116205.17
2119,104000.016
2120,106557.57
2121,89012.734
2122,104631.77
2123,88667.18
2124,166889.14
2125,127735.71
2126,160986.03
2127,164537.2
2128,135515.0
2129,98133.305
2130,139175.34
2131,154932.86
2132,121068.586
2133,119093.67
2134,120623.805
2135,98966.445
2136,73447.66
2137,117897.23
2138,135490.27
2139,154052.02
2140,132105.6
2141,140215.45
2142,128885.766
2143,145467.69
2144,116171.29
2145,136176.98
2146,158366.92
2147,153615.11
2148,126648.234
2149,142659.14
2150,211716.83
2151,127631.1
2152,194243.55
2153,164391.67
2154,110085.016
2155,130454.84
2156,224526.47
2157,234911.03
2158,236714.67
2159,213326.38
2160,165745.0
2161,252620.31
2162,426394.1
2163,331333.5
2164,251928.89
2165,185333.92
2166,146271.69
2167,200664.5
2168,212282.02
2169,195056.94
2170,225838.38
2171,140651.83
2172,139048.03
2173,163010.6
2174,232846.72
2175,299136.5
2176,342470.0
2177,240855.89
2178,220905.02
2179,141749.14
2180,200119.66
2181,189061.77
2182,218806.39
2183,199631.61
2184,132858.05
2185,124523.15
2186,137174.11
2187,153707.23
2188,159447.61
2189,205894.3
2190,86836.01
2191,88699.016
2192,91884.19
2193,95489.57
2194,97501.25
2195,116284.875
2196,110216.79
2197,118448.2
2198,155037.4
2199,166027.23
2200,127178.26
2201,144408.34
2202,207502.78
2203,160084.12
2204,175801.97
2205,100845.51
2206,116779.45
2207,216104.2
2208,224988.53
2209,199192.75
2210,126663.016
2211,119090.61
2212,111768.94
2213,107475.75
2214,135165.19
2215,103102.02
2216,138192.08
2217,78975.37
2218,78966.88
2219,67347.62
2220,75465.95
2221,319689.53
2222,245314.28
2223,268353.94
2224,209439.56
2225,130474.42
2226,180162.78
2227,190474.53
2228,277992.78
2229,242183.33
2230,158556.11
2231,206771.78
2232,186472.84
2233,178761.9
2234,235533.47
2235,203332.36
2236,267903.06
2237,376977.84
2238,198205.27
2239,109749.055
2240,160094.6
2241,159632.84
2242,136023.81
2243,126915.72
2244,98675.36
2245,97949.74
2246,148567.31
2247,104830.63
2248,125594.766
2249,126082.875
2250,134528.56
2251,124206.61
2252,169664.05
2253,153858.94
2254,172098.88
2255,183867.5
2256,187114.88
2257,190217.44
2258,172899.56
2259,173010.8
2260,152324.58
2261,194142.69
2262,212312.78
2263,319468.94
2264,368487.47
2265,175695.77
2266,288389.03
2267,402603.22
2268,366915.88
2269,162636.27
2270,177325.33
2271,229312.14
2272,198601.39
2273,159047.03
2274,176370.98
2275,164684.94
2276,193555.52
2277,177454.52
2278,151561.88
2279,129767.375
2280,124688.6
2281,170150.17
2282,179416.05
2283,97608.0
2284,109636.54
2285,148616.08
2286,128653.68
2287,335606.94
2288,277260.06
2289,383275.03
2290,467934.16
2291,319682.9
2292,431892.75
2293,534269.25
2294,411038.16
2295,489257.72
2296,271457.88
2297,318042.0
2298,280417.2
2299,376815.34
2300,322003.34
2301,292280.56
2302,236505.36
2303,234199.92
2304,250603.9
2305,176470.16
2306,176773.95
2307,180520.14
2308,216927.52
2309,295364.72
2310,209458.33
2311,194575.95
2312,192457.6
2313,173734.61
2314,161494.06
2315,176962.31
2316,184328.14
2317,183002.08
2318,178892.28
2319,171026.1
2320,177315.0
2321,225125.0
2322,173844.58
2323,182794.64
2324,169664.28
2325,206455.3
2326,165367.45
2327,217661.64
2328,232051.45
2329,182820.92
2330,175581.28
2331,359699.9
2332,443891.1
2333,315761.75
2334,258270.27
2335,253685.22
2336,350224.9
2337,203414.53
2338,264541.16
2339,220591.14
2340,400513.2
2341,215400.78
2342,233175.88
2343,216451.03
2344,229654.06
2345,245961.52
2346,215012.89
2347,204244.28
2348,237760.39
2349,170554.27
2350,293063.5
2351,242761.39
2352,238075.86
2353,237407.92
2354,129782.305
2355,147420.56
2356,145705.92
2357,193170.39
2358,192498.84
2359,122184.8
2360,121312.85
2361,142070.97
2362,247737.97
2363,135577.03
2364,157524.98
2365,221999.45
2366,199078.8
2367,221946.9
2368,216852.81
2369,221758.23
2370,169950.83
2371,169662.98
2372,177432.56
2373,268621.9
2374,285313.56
2375,234177.67
2376,260013.53
2377,338408.28
2378,137706.95
2379,205984.73
2380,143333.28
2381,163496.98
2382,193423.14
2383,200500.25
2384,241241.12
2385,152463.39
2386,130940.625
2387,133356.95
2388,95321.27
2389,125687.22
2390,142576.64
2391,136502.78
2392,116054.82
2393,168069.98
2394,142729.12
2395,189670.12
2396,141125.7
2397,216537.05
2398,132715.53
2399,54267.74
2400,52968.684
2401,118082.29
2402,134206.56
2403,127922.45
2404,145325.61
2405,151883.36
2406,135791.88
2407,130188.62
2408,136395.0
2409,129112.23
2410,172235.52
2411,117822.766
2412,153475.92
2413,130999.734
2414,136436.83
2415,122759.92
2416,122124.44
2417,131286.3
2418,124111.336
2419,127517.5
2420,120459.86
2421,155107.14
2422,123853.93
2423,130903.664
2424,158196.36
2425,234157.14
2426,126207.43
2427,140657.22
2428,169573.27
2429,117440.8
2430,129816.695
2431,98170.16
2432,137448.11
2433,140430.94
2434,135876.7
2435,143556.86
2436,101236.38
2437,112575.555
2438,114797.41
2439,112092.45
2440,122899.195
2441,97809.36
2442,103094.305
2443,116232.31
2444,128803.08
2445,88281.44
2446,130887.92
2447,211450.64
2448,141063.31
2449,111450.16
2450,160023.81
2451,131778.4
2452,197881.84
2453,98062.49
2454,120810.46
2455,109578.61
2456,132523.72
2457,118392.695
2458,104854.21
2459,108531.51
2460,136725.39
2461,117058.266
2462,131790.88
2463,116844.234
2464,173966.73
2465,125505.77
2466,109327.58
2467,148950.66
2468,80137.83
2469,80977.87
2470,177723.77
2471,204664.88
2472,169337.88
2473,123387.28
2474,95420.36
2475,210551.44
2476,112154.44
2477,124326.52
2478,160641.53
2479,98369.68
2480,148670.42
2481,119936.64
2482,132107.86
2483,117861.73
2484,124919.29
2485,127437.305
2486,149728.44
2487,173906.44
2488,156174.75
2489,151743.05
2490,147035.56
2491,96359.56
2492,177408.25
2493,140499.72
2494,159542.53
2495,98144.17
2496,240838.06
2497,153676.45
2498,111079.96
2499,95967.76
2500,129119.78
2501,135706.27
2502,142926.2
2503,96158.484
2504,200000.58
2505,225235.4
2506,269349.62
2507,296371.97
2508,269349.62
2509,217152.31
2510,227176.69
2511,180553.08
2512,203082.78
2513,220422.12
2514,240993.58
2515,150227.86
2516,157754.7
2517,141450.12
2518,151484.69
2519,221700.89
2520,204417.78
2521,187499.66
2522,228008.05
2523,133009.0
2524,137359.84
2525,144819.0
2526,138971.25
2527,105519.56
2528,129745.14
2529,137159.44
2530,122628.66
2531,243843.67
2532,229102.83
2533,192268.61
2534,235838.03
2535,305236.03
2536,245361.78
2537,232065.28
2538,175707.11
2539,190215.9
2540,171577.8
2541,182205.94
2542,157551.56
2543,125030.984
2544,131484.3
2545,128460.74
2546,147082.33
2547,139889.73
2548,151373.06
2549,164965.75
2550,263753.97
2551,144493.25
2552,125510.305
2553,85086.04
2554,111232.67
2555,117238.72
2556,103934.27
2557,112700.02
2558,157026.25
2559,128257.38
2560,130930.984
2561,134705.88
2562,122729.84
2563,140099.28
2564,168505.95
2565,130254.48
2566,150754.02
2567,117794.07
2568,197625.7
2569,203721.44
2570,126097.17
2571,175652.0
2572,189850.25
2573,212341.7
2574,292882.62
2575,123008.445
2576,128956.64
2577,161382.52
2578,90329.67
2579,70539.26
2580,136048.27
2581,132600.69
2582,118253.945
2583,242317.4
2584,160418.84
2585,195071.39
2586,194617.78
2587,204503.4
2588,159755.73
2589,144326.39
2590,199215.44
2591,229414.94
2592,203844.88
2593,250139.98
2594,178018.95
2595,204629.72
2596,342775.44
2597,185037.27
2598,264380.3
2599,270142.38
2600,129735.42
2601,137880.77
2602,83470.305
2603,91707.56
2604,81474.67
2605,77954.945
2606,141350.22
2607,182173.11
2608,192724.98
2609,163354.8
2610,106739.53
2611,150398.44
2612,151294.77
2613,128199.9
2614,124173.58
2615,154305.11
2616,140043.55
2617,178632.66
2618,198656.14
2619,205035.52
2620,182452.86
2621,188370.47
2622,185223.84
2623,240627.84
2624,266285.0
2625,315752.6
2626,165539.95
2627,185724.14
2628,409488.25
2629,506514.97
2630,344856.2
2631,431899.3
2632,417449.38
2633,294746.66
2634,383398.56
2635,152425.6
2636,188540.48
2637,177429.72
2638,238088.31
2639,180874.56
2640,148336.17
2641,110481.94
2642,185654.62
2643,113994.97
2644,131905.02
2645,99531.56
2646,93750.1
2647,98592.68
2648,136625.23
2649,143334.95
2650,145918.11
2651,146759.98
2652,444177.78
2653,238094.98
2654,240698.2
2655,399190.5
2656,309453.22
2657,345747.38
2658,285642.28
2659,313893.2
2660,332976.47
2661,337818.44
2662,284431.75
2663,276611.78
2664,284202.03
2665,322585.8
2666,296020.25
2667,163465.55
2668,180106.5
2669,170998.52
2670,285802.06
2671,180287.17
2672,179259.69
2673,221480.02
2674,216614.5
2675,165510.88
2676,181311.31
2677,189525.05
2678,251354.02
2679,283736.47
2680,284005.34
2681,395409.1
2682,363476.44
2683,511630.44
2684,323443.66
2685,354608.3
2686,253682.27
2687,338087.47
2688,218026.4
2689,202298.9
2690,510187.78
2691,181768.55
2692,128045.71
2693,197007.36
2694,124886.11
2695,186843.2
2696,181961.47
2697,186775.9
2698,188853.3
2699,175796.66
2700,159622.66
2701,153453.67
2702,116078.09
2703,130898.08
2704,145916.17
2705,124029.4
2706,119638.16
2707,127308.34
2708,136828.58
2709,110875.7
2710,125086.97
2711,269003.9
2712,387446.97
2713,169911.61
2714,150825.62
2715,173494.42
2716,154334.66
2717,181154.52
2718,219519.83
2719,158979.78
2720,177029.53
2721,139028.94
2722,157330.89
2723,144112.22
2724,126292.52
2725,134142.78
2726,139951.36
2727,176434.08
2728,168725.03
2729,146098.88
2730,140960.25
2731,126123.89
2732,121695.5
2733,164118.94
2734,136422.56
2735,134345.14
2736,143047.83
2737,122556.43
2738,139052.0
2739,163641.8
2740,138735.56
2741,141378.89
2742,150529.08
2743,145259.45
2744,147387.61
2745,131100.61
2746,139659.02
2747,155587.52
2748,121666.88
2749,124731.47
2750,137266.19
2751,134518.53
2752,200212.4
2753,153524.1
2754,177056.77
2755,126595.26
2756,95711.62
2757,72952.3
2758,82715.625
2759,154362.92
2760,141334.08
2761,140972.31
2762,142991.97
2763,187425.62
2764,146936.22
2765,283067.06
2766,144442.61
2767,87067.82
2768,123622.52
2769,128278.11
2770,145659.95
2771,113218.45
2772,119675.68
2773,150260.86
2774,138465.72
2775,129911.63
2776,150412.17
2777,141520.16
2778,118463.125
2779,119796.37
2780,105260.85
2781,99204.35
2782,94426.164
2783,105828.24
2784,123484.65
2785,137188.84
2786,69507.77
2787,120026.16
2788,82184.14
2789,196266.02
2790,86641.26
2791,116859.43
2792,54095.48
2793,171795.58
2794,97733.05
2795,111844.11
2796,101399.44
2797,214983.3
2798,123079.125
2799,117230.35
2800,71357.33
2801,111305.93
2802,126376.13
2803,150388.5
2804,142797.12
2805,94600.95
2806,76818.52
2807,146298.12
2808,146988.53
2809,129374.74
2810,131523.06
2811,161460.14
2812,142885.0
2813,155226.5
2814,145218.33
2815,107203.28
2816,249301.16
2817,149216.2
2818,128385.11
2819,167198.8
2820,141298.38
2821,101614.16
2822,195473.05
2823,251169.31
2824,168522.08
2825,146032.52
2826,128137.62
2827,143328.72
2828,204720.94
2829,182795.64
2830,235052.66
2831,182399.73
2832,231666.72
2833,299388.22
2834,203215.3
2835,212608.0
2836,187130.84
2837,166420.66
2838,142543.16
2839,190720.89
2840,198622.98
2841,199207.27
2842,215786.78
2843,156690.36
2844,153533.48
2845,121109.36
2846,211004.22
2847,196962.56
2848,220094.06
2849,211102.52
2850,282441.53
2851,246077.19
2852,231090.27
2853,232111.5
2854,139763.1
2855,197204.31
2856,196067.11
2857,187692.8
2858,193715.8
2859,144442.0
2860,125915.664
2861,139457.27
2862,186326.44
2863,120721.02
2864,263098.28
2865,138784.72
2866,134215.75
2867,95193.94
2868,99401.59
2869,118601.46
2870,151617.6
2871,101516.46
2872,56565.496
2873,105852.086
2874,139382.62
2875,115449.46
2876,154521.88
2877,140863.05
2878,157367.17
2879,130376.625
2880,98799.8
2881,151015.03
2882,161516.36
2883,172877.03
2884,197057.58
2885,194193.53
2886,202168.9
2887,105325.1
2888,123730.09
2889,59156.07
2890,92430.49
2891,136088.03
2892,46994.66
2893,104502.195
2894,51234.977
2895,295269.66
2896,270322.47
2897,220604.95
2898,146234.88
2899,225652.66
2900,152212.58
2901,216826.3
2902,186170.94
2903,381921.4
2904,344123.38
2905,103969.36
2906,189102.53
2907,114813.16
2908,128189.52
2909,141175.8
2910,83775.57
2911,83470.305
2912,147501.19
2913,86108.59
2914,74379.43
2915,77610.02
2916,86108.59
2917,154696.39
2918,111988.4
2919,220348.1
